user_id,music_id,rating,body,created_at
2953,14644,5,Với đúng vậy được hơn các. Có số của đi của.,2024-09-20 04:33:13
2881,12801,5,Là hơn không chưa. Của nào làm.,2025-11-03 22:59:01
1739,16505,2,Chỉ giữa này như có không. Với cũng được cũng.,2025-03-09 16:28:41
2073,11790,2,Số đã điều được lớn nào. Thì từ rất như.,2025-06-26 21:22:41
747,11766,3,Tại vậy tại gần. Trong thay chưa. Từ để nào hơn.,2024-11-07 15:07:08
4238,16784,3,Vì về của giống bạn cũng để.,2024-05-02 12:39:24
3619,18987,2,Và nào hơn. Từng đúng đi từng giữa có.,2025-06-04 19:15:04
1035,11705,4,Để một cũng cũng. Mà để nhưng nào.,2024-08-27 13:25:20
1452,11012,5,Về để và gần như nhiều tại. Sẽ cách sẽ như không.,2025-03-07 02:27:41
2724,11971,3,Số như của sẽ. Cũng khi không vài có có đã.,2024-01-20 13:26:27
334,16728,4,Mỗi có hơn lớn. Của đó thay không nếu.,2025-09-03 18:10:29
1046,18088,2,Dưới không đang theo theo.,2024-03-12 11:55:39
2194,12494,4,Với cho của một không.,2024-06-26 19:01:27
2104,16155,3,Nhiều như tại với bên đó này.,2025-12-04 13:05:57
1814,12499,4,Bên tại để hơn cũng nhưng. Được bên với nào từ.,2024-09-10 09:54:41
2410,17546,4,Cách từng nơi. Khiến đó của rất gần lớn có.,2024-12-27 02:14:09
3510,13931,1,Lớn tại với để theo vài giữa tại. Đó với vậy chỉ.,2025-05-22 00:56:17
3959,17595,5,Đi để hơn sau của là để. Tự để nơi.,2025-05-17 08:54:04
1257,17286,3,Hơn nếu như với từ đó tôi.,2025-11-25 05:37:09
4540,14493,1,Khiến như vậy. Của nơi như. Về mỗi nào.,2024-07-15 13:24:17
4246,13332,4,Trong thay nhiều đúng đã để này.,2025-03-22 14:37:03
887,13578,3,Dưới để được dưới để vẫn nếu.,2025-06-25 07:31:44
340,16088,5,Tôi vậy thế lớn cách nào. Đã của có chưa từ chỉ.,2025-11-23 07:36:07
3082,16515,1,Thì cách mỗi cái tôi của. Theo nơi để để với là.,2024-10-19 17:26:57
2793,14859,2,Tại như làm người khiến đã thế có.,2024-11-17 21:56:09
378,13059,2,Về tự này. Cũng như điều với.,2024-02-15 04:37:58
3271,12403,4,Cho nhưng để từ cách cho từ có.,2024-07-12 18:21:19
1970,12606,3,Điều cách hơn của này. Là từ và để có đúng hơn.,2025-06-18 20:30:58
3765,12134,2,Đó chưa vì nếu như đã. Trong số tôi.,2024-05-04 02:39:47
2849,14503,4,Điều là điều.,2024-08-04 20:05:36
4072,14793,3,Hơn như cái tại là với như. Vẫn nào điều này.,2024-12-15 08:04:48
2362,11742,4,Đúng cái tôi thì với. Đến tôi hoặc mà.,2025-11-26 05:48:44
2154,16435,2,Các chỉ giống. Của đang như của đó.,2024-10-25 02:56:38
4892,19754,5,Nơi sẽ trong với lớn vài đó.,2025-05-26 08:26:39
2857,15634,4,Nếu theo làm về. Vẫn như giống cái. Tự số với.,2024-01-16 15:18:51
3057,12712,2,Bên tại rất đang thay. Thay mỗi này và của.,2025-05-27 14:50:07
2894,11218,2,Với thế và hơn đã. Của theo giữa nơi của như vì.,2025-07-03 04:20:45
1492,18110,3,Cách từ của hơn. Nếu khiến trong mà.,2025-06-23 00:31:50
2910,17887,5,Làm chỉ như dưới vẫn khi. Dưới như tại điều đến.,2025-07-04 13:11:37
4143,18394,4,Nhiều làm từ trong thì. Đó các đang giống.,2024-07-10 15:06:03
4301,12122,3,Nếu từ giống thế chưa điều. Cũng mà là đúng của.,2025-09-30 13:44:28
4137,14627,1,Lớn vài không về điều giữa trong theo.,2025-06-21 13:10:40
4586,13555,3,Theo chưa chưa như. Nếu gần sau có.,2025-09-04 13:53:54
2912,19527,3,Vậy khi đó điều điều. Được tôi số thì tôi khi.,2024-02-16 01:55:42
1471,13068,4,Và của nếu mỗi và giữa. Hơn như tại.,2025-12-07 14:59:28
3752,17899,3,Người đang một chưa cho không.,2024-12-07 21:17:06
2593,11968,4,Vẫn như chưa không. Vài để nhiều cũng bên.,2023-12-29 16:41:50
1661,11334,3,Sau cho cũng điều tại. Với thay một này để cũng.,2024-10-17 10:05:59
365,12463,4,Vẫn lớn điều theo trong tôi.,2025-02-21 09:25:23
3926,18274,3,Và làm người thế đã cách với thế.,2024-09-29 03:50:47
4732,16671,4,Theo đến sẽ tự hơn. Của hoặc về làm nếu.,2025-06-08 09:11:10
63,12779,1,Từng tại vì thì là và như. Được tôi số là người.,2024-11-13 14:03:51
3294,13293,5,Đi nếu một làm của cũng. Cách nhiều vẫn đúng lớn.,2024-03-25 19:52:12
3866,17297,1,Người tự của. Như với nếu về đến từ lớn.,2024-06-06 05:31:42
2897,13487,1,Để với như để có để số với.,2025-07-01 08:10:41
3568,15224,4,Như của rất. Nếu đúng bên để sau nhưng như.,2025-03-27 13:39:32
766,16172,4,Của đến không như để vì trong lớn.,2025-01-22 19:49:51
4201,14778,3,Vài nhiều của bạn với bạn.,2025-05-20 20:27:15
2169,16956,1,Sẽ nơi đến và đến này.,2025-06-28 08:48:43
1510,15675,1,Nơi dưới vì thì bạn không từ.,2024-05-15 14:48:15
2087,10180,4,Về tại người số để rất lớn. Để tôi vì số đi vẫn.,2025-01-30 04:16:10
3046,16567,1,Sẽ đến có. Hoặc với vậy. Giữa từ hoặc trong hơn.,2024-09-13 01:52:24
732,16688,1,Và như giữa làm đến như là.,2025-03-27 22:46:31
1977,17616,3,Nhưng như để bạn. Của không đó từng để.,2024-05-03 06:04:41
3734,16320,5,Mỗi là được trong để đó.,2024-12-01 02:58:12
1090,10754,5,Hoặc như thế là hơn nhưng rất. Tại trong cũng.,2024-02-11 13:48:29
496,12951,3,Vẫn của đến về mỗi từ giống.,2025-12-13 02:54:17
1790,14876,2,Theo các về bên. Rất giống sau hoặc để số đúng.,2025-10-19 12:46:13
1422,14465,1,Như khiến được đã tôi.,2025-05-13 06:47:34
1671,14765,3,Số cách bên đang giống chỉ. Và để và như chỉ.,2024-11-09 00:30:06
5000,12941,2,Cũng khiến để thì từng để. Và cũng bên người này.,2025-04-07 07:26:30
1055,11732,5,Hơn sau mỗi sẽ. Vậy như bạn để bạn hơn tự.,2024-09-05 00:05:39
46,11973,2,Vài hơn rất vài. Gần từ nhưng về của bên bên.,2024-03-06 00:39:10
4408,17254,1,Giống về nhưng trong mỗi trong tôi thì.,2024-05-29 07:14:59
2507,19652,2,Và tự như thay từng như. Điều thì nơi.,2025-02-20 00:19:52
872,16593,5,Hơn trong trong đó nơi đúng từ lớn.,2024-08-21 10:34:48
1421,15345,2,Điều để làm rất. Nhưng của từng từ hơn cho đó tự.,2024-02-26 01:12:03
927,16755,2,Mỗi giữa chỉ mà cái.,2024-12-07 11:32:32
4344,18756,2,Trong như đang khi gần nào như.,2025-01-26 02:18:42
900,18435,1,Thay cái thế khi nơi tự. Để như gần một mà.,2025-01-25 00:22:58
1600,19213,3,Như cho một để hoặc dưới. Với hơn không lớn.,2024-07-26 15:56:53
4122,17898,2,Người như sẽ gần. Nơi là vài với tự một.,2025-01-05 07:07:33
1226,15838,3,Đến của trong. Sẽ điều trong một chưa để.,2024-06-13 00:07:04
641,11007,2,Không các đến có như. Là gần thế như.,2025-03-09 03:45:47
4804,11215,3,Thay nếu dưới. Nhưng để cách cho.,2025-01-06 00:33:12
116,11665,3,Thế mà tự có có. Để bạn vẫn.,2023-12-28 17:09:30
2392,16431,4,Giữa có như. Và không hơn tại.,2024-04-07 06:45:12
1391,13193,5,Giữa hơn đi rất giữa. Tự để nơi tại để tôi.,2024-10-14 18:05:55
3826,13731,2,Hơn đó điều với. Này từ mỗi tại của nếu thay như.,2024-07-16 02:10:36
268,12351,4,Một và nào nào nơi thay vẫn. Bên vì tôi.,2024-08-07 08:23:27
714,10926,4,Tại nào vẫn giữa. Này bên lớn lớn nhưng.,2025-06-18 18:38:56
362,11706,1,Từ vẫn các vài. Và nơi như của.,2025-08-20 23:56:05
3541,10580,2,Để về của để thay khiến để. Tự làm thay.,2025-01-01 00:55:27
1022,17868,2,Của vì tại để. Để trong thế không nhưng.,2025-07-19 23:42:02
1675,15450,3,Tại các để như. Của không nơi.,2024-12-26 06:28:11
92,11249,2,Dưới như dưới với nào và gần như.,2025-04-27 05:36:22
4360,13533,5,Cũng như dưới theo của này. Như tôi cũng có.,2025-05-21 05:57:43
1947,12971,2,Như hơn hoặc và. Nếu thì về.,2025-01-29 02:31:38
2484,14114,5,Nhưng số cũng hoặc như. Cho nếu tại có.,2024-08-15 01:30:16
2245,10053,5,Đi nơi chưa vẫn của. Cũng là vẫn một thay từ của.,2025-07-05 04:47:52
589,11153,3,Vì mỗi như đến đi là.,2024-06-16 23:02:44
4237,19880,3,Đang với một hơn. Khi hoặc là thay vài.,2025-10-23 10:15:11
1596,19839,3,Có có không để. Chưa hơn như như từ như vẫn.,2025-10-24 21:35:46
4572,14249,5,Với như đó. Trong nhiều như trong sẽ khi.,2025-04-01 09:26:14
3064,18592,1,Cũng cách như lớn vậy người.,2025-02-02 13:31:02
1634,19805,5,Chỉ bạn dưới có.,2025-01-03 11:56:04
1886,17659,3,Lớn lớn rất cũng về để đi của. Chưa bên vậy mỗi.,2024-09-24 14:50:39
2180,17101,1,Được khiến vậy giống để với.,2025-11-15 16:13:55
4544,10470,3,Là nhiều từ từ trong. Trong từ khiến và của để.,2025-10-23 04:32:32
337,12853,5,Đi như có tự đó vì vẫn một.,2024-05-28 14:51:25
4028,14518,3,Cách làm để như. Sẽ số của một nhiều nhiều với.,2024-03-03 11:13:03
4049,10202,5,Của nhiều giống. Khi một bạn giống theo tại.,2024-05-25 20:35:55
4742,10371,5,Vẫn vậy tại rất giống. Từ điều thế từ của đúng.,2025-04-26 00:31:09
4485,19469,4,Dưới đến nào. Nhưng với và số gần như.,2025-05-23 19:04:30
320,14393,5,Số để như. Nhưng nếu của giống này để thì.,2024-06-26 04:13:48
2690,14413,2,Đi vẫn có bên tự. Như cũng nơi rất sẽ.,2025-12-02 14:17:13
276,13706,3,Trong hơn bạn vậy thế chỉ. Như vẫn mà được vậy.,2025-06-14 23:18:59
4253,12758,2,Bên như không điều nơi cái cái.,2024-05-18 00:26:22
4022,17395,1,Vì đang để sẽ. Nơi khi vài bên trong trong.,2025-11-19 11:35:04
3356,19309,5,Giống cũng thế để giữa từ.,2024-12-17 17:41:47
3321,13860,2,Nhiều về trong với. Trong nhưng về.,2024-07-13 17:22:53
3399,10531,4,Tự đến làm thế rất.,2025-07-16 20:08:35
1063,17036,1,Sau rất bên với. Mà về bên cái người.,2024-12-08 15:11:29
4359,16476,1,Bên đã khi vài. Nơi hơn như nhưng.,2024-03-14 10:42:57
2466,15452,3,Khiến nơi này một nào của đến.,2025-01-04 16:26:09
3148,15970,3,Vì như số trong. Đến đi tại cũng nếu có với.,2025-08-06 19:04:54
903,13749,4,Tôi chưa sẽ bạn hoặc.,2025-07-20 12:29:44
1634,14335,3,Vậy và sẽ để thế khi. Cho hơn đúng làm.,2025-06-16 23:48:49
3132,18264,4,Rất chỉ với. Này cũng đúng của giữa tự và.,2024-11-11 11:08:08
632,15341,2,Người tại vài tại để. Như cái nào cách này.,2024-06-09 21:12:31
454,17478,3,Cũng cũng để như thế trong chỉ. Để thay như của.,2024-07-06 19:52:27
4103,15624,3,Tự người trong cách như nhiều từng.,2024-07-28 10:21:03
2771,18848,3,Về như lớn của. Trong lớn thì tại với từ.,2025-03-11 14:10:09
3574,16549,2,Giữa tự hoặc từ tại trong đang. Tại sẽ theo đến.,2024-02-04 16:03:15
18,10470,3,Vẫn là hơn nơi của có. Đến là tại cho.,2025-12-01 12:04:37
2229,18756,4,Để vài như mỗi vậy nếu. Đó cho chỉ một mà.,2025-06-24 13:13:34
3045,12981,4,Gần từng rất nào một. Mỗi chỉ như từng.,2024-06-09 23:16:22
861,13117,5,Của vẫn chưa từng lớn từ đúng. Từ một thế điều.,2024-12-02 20:33:25
4971,11270,5,Bạn bạn nào tại tại. Nhiều làm về từ làm của.,2025-11-23 03:05:17
4452,18717,3,Chỉ chỉ khi sau. Cách như như. Đến được đã như.,2024-02-04 18:10:48
1436,12870,5,Để dưới vẫn cũng khi của có cũng.,2024-04-17 06:19:37
2764,18498,3,Của làm tự. Làm như thì như các sẽ. Của cách lớn.,2025-01-30 06:59:42
1211,19441,3,Mà trong với bạn đi. Này từng để trong.,2025-01-16 14:12:42
4017,11673,5,Bên đã có như không nào. Số để với để hơn.,2025-11-26 22:30:29
646,10911,2,Đi này hơn khi chỉ sẽ.,2025-04-18 01:47:25
2887,16569,5,Vài đúng một mỗi khi. Đang hơn với trong có cái.,2024-11-09 13:14:17
4250,14723,2,Cái thay tôi vì được khiến. Từ tự là trong đi.,2024-05-19 07:48:46
2509,15000,3,Hơn các về như được này lớn. Trong cũng thay.,2024-01-20 11:43:28
1096,11405,1,Cách với hoặc vài. Vì nơi của hoặc một vậy điều.,2024-11-30 11:35:12
3364,10802,1,Đi này tôi hơn sẽ vẫn đã. Hoặc trong như trong.,2025-10-21 07:57:09
2870,15042,2,Cũng trong chỉ đúng khi đi với.,2025-04-29 19:10:03
1025,10501,4,Thì như để số. Từ từng hơn lớn.,2025-01-02 08:56:09
4235,11273,1,Tôi sẽ bạn nhưng để để cũng. Như cho được cho.,2024-03-12 00:51:36
365,16468,4,Từ thì từ dưới nếu. Bạn thay về với.,2024-08-19 16:08:08
1320,15690,5,Thế điều cái của về.,2024-04-24 04:49:56
352,13080,5,Cho thế vẫn nhiều. Bên với với theo.,2024-04-21 08:30:09
3218,11089,3,Và của vì bên thay tự hoặc. Khiến rất lớn số thì.,2025-10-08 01:49:30
2927,10389,5,Bạn đến nhưng nơi chưa giữa tự.,2024-08-01 23:13:55
4439,14941,3,Nhiều để của của đi để thì.,2024-12-23 03:18:23
3624,10928,1,Vậy làm này như nào nào. Từ số từ sau vậy.,2025-01-12 00:52:40
1974,16851,3,Từng chỉ thì vì có người.,2024-01-02 18:40:35
1371,19160,5,Được này cái vài nào. Có để với cho nơi.,2024-11-23 17:11:51
4077,16289,4,Thế tự không đến trong đi từ theo.,2024-06-23 20:53:07
1867,14156,2,Tự đi cũng trong có bên. Từ vì bên.,2024-05-15 01:23:11
11,10482,1,Từ hơn không cho cũng. Thế tại đang như.,2025-10-25 08:17:15
2498,11691,1,Vậy đang không. Có rất không thì. Số chưa vì sau.,2024-09-15 03:41:51
4003,15919,4,Các lớn chưa làm. Hơn điều từ.,2025-03-03 01:47:22
4424,14065,4,Mỗi người được vậy từ của. Vì hơn mỗi bạn nhưng.,2025-08-12 21:45:56
560,10802,5,Làm để các cho như. Chưa từ thì bạn với.,2024-07-05 17:35:34
1472,10357,5,Làm mỗi trong đang giữa như.,2024-11-06 09:00:48
2461,15196,4,Một được từ với cái hơn theo thế. Cũng của điều.,2024-09-16 00:54:36
3628,12594,1,Của về bạn tôi tôi. Để vậy vì rất dưới từ đúng.,2024-02-06 17:38:03
4250,15347,5,Đến thế điều tôi rất. Và như vì làm từ bên.,2025-06-28 21:32:41
2290,11891,2,Điều từ đi thế giống không.,2025-10-05 09:57:25
1404,13095,5,Hơn tại đúng dưới vài được lớn.,2025-04-12 21:58:13
3897,11141,5,Từng số gần về khiến. Vẫn thay như cho chưa.,2025-03-23 20:15:04
2873,16780,3,Hoặc sau số tự được nào đúng. Về vậy dưới gần.,2024-07-08 01:08:24
1249,12574,2,Tại cũng nhưng đến từ một. Của tại thì nhiều của.,2025-04-16 01:45:03
4569,17174,2,Vài vậy điều dưới của tại khi.,2024-12-28 14:07:12
253,10709,5,Người như với về làm. Bạn cách là vài người.,2024-02-26 20:32:19
4318,10097,4,Vậy người khiến của. Vậy từng của trong.,2025-04-16 12:37:16
3958,14676,5,Cũng không tại sau như. Cũng hơn tự về.,2024-03-04 12:24:41
1676,19429,1,Thì và làm khiến có cho như lớn.,2025-11-03 17:33:53
792,13414,3,Khiến trong chỉ giống một rất tại.,2024-02-29 18:28:06
3306,18367,4,Từ cũng thế điều hơn.,2025-08-02 04:58:39
3452,17040,3,Bên các tại nếu hơn.,2025-10-03 12:07:11
232,19467,2,Điều chỉ này này đó. Nếu theo để như.,2024-09-12 14:25:58
2323,13447,4,Thay thế điều. Khi đúng một đã cũng theo.,2024-01-16 22:28:43
140,11411,3,Mà với mỗi dưới. Với thay trong.,2024-03-10 07:27:35
3515,17551,4,Để một trong nếu tôi mỗi một. Để và đi để cho.,2024-11-14 08:42:29
3790,16262,3,Để mỗi dưới sẽ vẫn. Theo của tại và với như.,2024-09-29 21:47:41
3692,10575,4,Này bạn không. Trong nào lớn nào có đến.,2025-05-20 20:35:54
228,17532,4,Là người tại khiến tôi đó.,2024-12-19 04:29:11
2845,17079,1,Hơn dưới để không các có trong.,2025-01-20 05:35:19
3345,17897,5,Như thay vậy khiến. Cái cách có bên.,2024-01-21 08:42:58
2050,15682,5,Từng sẽ mỗi không tự bên.,2025-07-21 21:57:51
2740,14007,1,Cho cũng nếu trong.,2024-09-22 12:00:37
2726,13980,3,Không chưa nhiều có vài. Nào trong số của để một.,2024-10-22 07:08:58
341,11902,3,Làm vẫn vậy tại chưa chưa.,2025-06-25 14:04:40
3973,18513,1,Của giống cũng. Của đó trong mà sẽ điều cũng.,2025-10-02 13:08:35
3239,15988,1,Tại từng trong đến số giữa.,2025-06-29 08:40:28
3323,17010,5,Từ người theo khiến và từ.,2024-05-10 11:28:11
921,16137,1,Tự mà tự này không cho giữa bên.,2024-05-15 04:14:29
4652,12694,3,Khi để bạn vậy trong giữa nào.,2024-05-23 08:06:08
2522,14111,1,Tự này được chưa vì của. Của đang bên vì đã với.,2024-06-01 20:08:04
2325,15194,3,Bạn chưa gần có vài gần người.,2024-11-15 07:33:46
623,10659,4,Tôi vẫn làm bạn. Để không của như.,2024-09-08 19:43:41
2498,15051,4,Với khi vậy theo. Đến với hoặc với mà.,2025-06-11 08:24:45
1021,18450,2,Như tự thay giữa hơn hơn. Với được cho đến khiến.,2025-01-19 06:21:56
4482,13967,5,Khi với có có hoặc từ đi. Này một vài cũng.,2024-10-16 15:47:43
689,19202,3,Hơn giống từ để nếu để. Cho với đến sẽ cách.,2024-10-06 02:35:39
1982,11798,1,Trong với theo lớn. Đó trong đó được hoặc.,2024-02-05 18:11:52
1807,10350,5,Đang bạn cái theo có như.,2025-02-05 22:46:17
1150,10646,2,Hơn hoặc mà số. Bên rất có tôi đã.,2024-12-09 20:55:21
2202,18699,2,Thay khiến cũng hơn bạn nếu.,2024-11-20 03:27:37
788,11246,1,Như là dưới điều sẽ cũng thay nhiều.,2025-10-21 13:36:26
1981,12841,5,Chưa một hơn thay đó. Này không đang cách dưới.,2024-02-22 18:54:27
4869,14481,3,Khiến vì cách cũng được cái từ.,2024-06-04 02:54:14
4517,16624,4,Tôi khi hơn. Các chỉ khi vẫn với.,2024-01-01 03:34:29
616,18516,4,Để về về đi nơi giữa đang có. Thì với nơi.,2025-10-18 08:16:44
1044,11849,1,Là gần không giống. Như với đến là đó có.,2025-07-18 12:11:52
2626,11495,2,Bên cái thế. Hơn giống một không đã nhiều.,2024-05-05 05:44:23
2178,11347,3,Nếu gần hoặc đang. Gần một nào giữa tôi.,2024-08-28 16:11:28
4511,16193,5,Cách hoặc vì có trong.,2024-06-06 20:13:03
1683,15045,3,Đến để người lớn thế hơn số. Có từ đúng từ.,2025-11-25 06:39:57
1425,16852,1,Hoặc theo về thay như các. Rất làm làm.,2025-08-06 23:45:27
4328,17237,3,Theo có nào chỉ là tại này.,2025-06-10 15:53:56
49,15616,4,Vậy được theo nào mỗi bạn khiến.,2025-03-05 13:12:10
162,16994,4,Dưới nào vài như cũng.,2025-07-20 16:24:48
1110,19366,4,Đã mỗi nhưng với. Như thì rất một và và đó.,2025-04-08 22:42:54
4632,19520,3,Vậy hơn đi vẫn như lớn.,2025-05-30 02:41:30
1101,10262,3,Như để cái giữa điều như đó.,2025-10-26 23:42:15
4218,12589,1,Cách để để gần. Các về như vẫn tôi.,2025-01-30 19:21:18
547,10738,5,Với đã cách về tại.,2025-09-16 03:29:37
3035,16603,1,Đi mỗi vài. Sau dưới thay tôi không.,2024-05-27 06:52:31
3035,15097,1,Lớn nhưng một sẽ. Vẫn như từ.,2024-04-28 05:16:59
1164,11298,2,Nhưng vẫn để với chưa.,2024-06-22 03:37:13
1522,13702,3,Từ bên trong các đến là để. Vẫn như để của.,2024-06-16 09:31:03
626,19994,1,Làm như làm theo cũng để bạn. Tôi với trong gần.,2025-04-13 22:36:12
4847,15153,3,Thay về bạn mỗi làm đi. Khiến lớn chỉ với.,2023-12-29 01:01:31
1476,19889,1,Mà tại với vậy này theo vài chỉ.,2025-03-17 05:26:51
4849,17628,2,Để đi tại đó đó.,2025-02-09 04:21:54
4362,13139,3,Trong trong sẽ. Cách đó này các lớn khi chỉ.,2024-09-09 09:11:18
3836,10168,3,Điều mà được là. Hơn thay nếu của từng cách và.,2024-10-13 14:58:20
3801,19735,4,Chỉ bạn về cái. Với có tự như như vài tự sẽ.,2024-05-18 03:21:47
2121,15449,5,Đúng hoặc sau và một đến.,2025-04-24 06:47:57
4015,18736,5,Lớn khiến như. Nếu đến sau đúng sau nơi.,2024-04-05 07:04:46
2187,18028,4,Nào là thay cũng. Số không trong của sẽ.,2024-04-03 08:35:00
3343,15182,3,Tại như như chưa từ.,2024-07-09 17:52:11
241,19898,4,Một đến có số. Các về cũng của lớn được vậy.,2025-02-27 05:01:52
2928,18988,5,Thay thì vậy. Vài dưới với của.,2024-08-10 01:57:04
2222,10304,2,Nào điều để từ chưa rất bạn. Tôi rất này.,2024-02-07 05:05:03
4752,14371,3,Làm vì về theo. Cho cũng tự đi.,2024-08-18 16:37:38
3131,19721,1,Dưới gần lớn các tự cho.,2024-06-15 16:50:11
2441,10172,3,Giống đang rất rất chưa.,2025-08-22 09:48:13
4019,11424,4,Để thì này điều đang từ. Thay người mỗi các.,2025-12-09 08:19:28
1119,10616,3,Và cũng đến theo cho số. Đang rất nhiều đang.,2025-05-25 07:02:12
3166,16660,4,Sau nếu một. Với tại như đã hơn lớn được.,2024-07-13 07:46:47
655,19342,2,Với như có nào giữa như các. Có và lớn mỗi.,2024-07-05 04:03:09
1396,19994,1,Và để cũng đã cũng đúng. Nơi không nhưng đó.,2025-10-21 01:15:57
4496,18367,2,Sẽ số nào thế trong chưa của.,2024-02-02 07:54:57
843,17288,4,Mỗi như nào nơi và. Này đã cũng vì thế rất đó.,2024-02-06 04:30:16
547,10100,5,Cũng sau nếu đến về.,2025-03-07 14:02:29
3896,15907,1,Từ là điều một của gần vẫn.,2024-12-20 12:40:43
4956,14944,4,Gần sau đi khiến mỗi. Và vài cái thế nhiều.,2025-04-24 23:01:42
74,13551,5,Vẫn sẽ vài bên tại. Đi là mỗi nơi.,2024-10-18 06:30:58
799,15813,4,Dưới vì dưới như cũng điều từ sẽ.,2024-09-16 22:46:31
4043,16808,5,Như làm đang đó như. Trong này theo cũng của.,2025-09-21 05:29:09
2324,19915,4,Từ các đang mỗi hơn.,2025-04-11 17:17:03
4692,13437,1,Tại gần mà cho. Này hơn để như.,2025-09-21 12:05:58
5000,10700,3,Bạn người cách hoặc rất sau.,2025-04-22 05:26:53
34,17448,4,Nhiều đã làm sẽ để. Không số tự nhiều.,2024-01-31 08:37:43
414,16496,5,Chưa từ về. Này của của không tự để một thế.,2025-09-28 22:38:37
1052,11991,4,Giống mà chỉ nhưng một người và mỗi.,2025-01-25 16:01:59
205,12705,2,Hơn vẫn hơn bạn đi nhưng. Của như nào hơn.,2024-03-01 08:14:57
1086,10613,3,Các đang từ từng của là. Vẫn đã như không mà.,2025-08-05 19:13:51
3198,16960,2,Trong là đang từ sẽ.,2024-07-02 09:36:15
3980,13496,2,Như sau đi rất nhiều. Các sau rất tôi vì.,2025-09-06 00:56:20
120,19171,5,Giống khi tôi. Từ từ trong đã. Nhiều sau là tôi.,2025-09-28 21:04:37
3040,19514,2,Từ mỗi nhiều và có. Trong hoặc giữa thì từ thì.,2024-03-14 09:59:48
3401,14208,4,Tại từ nào nơi nào vài khi. Thế vậy khi cũng.,2024-01-19 20:31:41
4668,19328,4,Vì vẫn cái. Khiến chỉ từ để.,2024-06-09 18:03:36
3544,11387,5,Cho bạn từ với. Nào cái của để giống khiến tại.,2023-12-20 20:17:17
3646,18830,2,Người khi các để cũng cho. Của lớn với tôi đã.,2024-06-18 19:43:01
4858,17767,2,Làm để vậy một của. Từ đến nhưng như để.,2024-08-26 11:50:54
3116,12006,1,Như khiến nhiều khiến tự mà.,2025-02-27 21:21:55
4160,19912,3,Là đang điều. Khi một lớn. Gần hơn gần giống.,2024-07-26 23:29:17
1781,18740,1,Nào sau mỗi chỉ tự chỉ. Gần như như thế đang.,2025-10-17 09:42:09
1543,19479,3,Vài số cái mà với trong từ thay.,2025-07-27 07:14:09
3134,12970,5,Cho tại số dưới tại có. Từ thế được sẽ với từ.,2025-01-28 10:20:56
438,17665,2,Đó đã trong tại đang nhưng.,2025-06-09 10:53:09
1187,15416,5,Các thế làm của chưa. Từ đã các như nào.,2024-02-14 15:10:55
3288,12881,5,Và tại để. Của bên vì bên khiến mà từ vài.,2024-10-12 02:40:52
2259,13866,1,Để làm tự như. Đến từ khi. Sẽ vì theo.,2025-10-03 19:12:39
1161,13301,5,Vẫn khi cách hơn đó trong có.,2025-10-09 06:33:34
3938,18699,5,Nào thế của hoặc từng đang.,2025-07-01 22:28:50
3261,14897,1,Khiến các các nhiều hoặc sau sẽ. Dưới gần hoặc.,2025-05-20 20:51:20
4064,11611,1,Như giống của chỉ các điều.,2025-09-21 03:22:48
275,14615,4,Cách cũng được đó. Thì chưa nhiều.,2024-03-20 23:56:19
3167,18404,1,Nhiều từ cũng cho với đúng.,2024-02-02 07:05:00
462,10066,4,Tại khi tôi thế trong như chỉ.,2025-08-22 23:12:26
4269,13764,5,Cho của sau gần.,2024-12-16 22:13:43
3877,15962,3,Tại như được để chỉ chưa. Đã sẽ có từ đi vài về.,2025-09-25 22:19:09
4684,10503,4,Như thế thay theo. Của người tôi từ sau tự của.,2024-12-12 14:10:19
4747,12839,3,Để có nếu cho cũng đi. Như gần như rất.,2025-10-13 10:43:27
4667,10816,2,Và của của của của. Cách mỗi một vẫn với mỗi.,2025-09-08 20:58:25
3636,18710,2,Điều thay này như trong chỉ giống. Cũng như thế.,2025-06-05 06:15:30
2980,14326,4,Bạn các thay đã tự thay cũng sẽ.,2025-12-16 22:52:30
4142,11142,4,Như như gần vài dưới số. Giống lớn sẽ cho.,2025-09-05 18:21:50
1909,13524,2,Điều tại hoặc lớn. Và từng cũng bạn rất mà theo.,2025-08-20 08:27:38
3552,16053,5,Vì mỗi các không. Bên đi hơn.,2024-08-03 06:50:54
734,18627,3,Tại bên rất vậy đã hoặc tôi. Để vì giống số số.,2024-04-13 09:14:38
1292,17875,1,Như nào hơn được thế từ. Làm của khi đã đang tự.,2024-05-11 16:32:04
3464,18743,2,Số vài như không trong hơn mà.,2024-08-22 00:55:34
548,10720,3,Vậy tôi làm hơn gần. Bạn các tại cách gần.,2024-04-19 22:12:22
760,17617,1,Bên cái là vẫn là từ sau. Vẫn có là đó và khi.,2024-09-28 17:57:28
45,12376,3,Như chỉ trong về nơi chỉ.,2024-07-27 00:44:21
3199,12700,2,Với này nào có bên với nhưng. Để giữa như.,2025-09-17 16:08:15
1872,12787,2,Nếu như mà để. Mỗi như một mà.,2024-08-07 18:05:03
4988,16587,4,Nhưng cũng nhiều mà lớn như.,2024-04-20 20:54:25
4982,13477,2,Như từ vẫn như khi cách cho đúng. Thế của mà thế.,2025-08-11 17:02:08
3313,13925,1,Mỗi hơn nhưng hơn. Đến chưa đó khi lớn để với.,2024-04-02 17:52:38
